ID Number,S/N,Road Name,Length,Paved_Good,Paved_Fair,Paved_Poor,Gravel_Good,Gravel_Fair,Gravel_Poor,Earth_Good,Earth_Fair,Earth_Poor,Region,District
1,1,Malalua - Nduruma - Bwawani,20.3,0,0,0,15,0.5,0,0,6,0,Arusha,Arusha District Council
2,2,Sokon Ii - Sasi - Ambureni,5,0,0,0,0,0,0,1,2.5,1.5,Arusha,Arusha District Council
3,3,Tpri - Likamba,14.4,0,0,0,0,0,0,0,0,0,Arusha,Arusha District Council
4,4,Mianzini - Timbolo,8.5,0,0,0,2.8,1.275,0,2.125,2.3,0,Arusha,Arusha District Council
5,5,Sanawari - Oldonyosapuk ,10,0,0,0,5.5,0,0,2,1.5,1,Arusha,Arusha District Council
6,6,Sekei - Olgilai - Kimandolo,6.4,0.6,0,0,1,0.4,0,1,4,0,Arusha,Arusha District Council
9,7,Ilkiding'a - Sambasha,26,0,0,0,0,0,0,5,13,8,Arusha,Arusha District Council
10,8,Lengijave - Kisimiri,20,0,0,0,0,0,0,3,10,7,Arusha,Arusha District Council
11,9,Sokon Ii - Oldadai - Midawe,10,0,0,0,0,0,2,3,3,2,Arusha,Arusha District Council
12,10,Arusha Airport - Ngaramtoni,8,0,2,1,0,1,4,0,0,0,Arusha,Arusha District Council
13,11,Likamba - Imbibia,10,0,0,0,0,0,0,0,7,3,Arusha,Arusha District Council
14,12,Kisongo - Musa,13,0,0,0,11,0,0,1,1,0,Arusha,Arusha District Council
15,13,Gomba Estate - Msitu Wa Mbogo,19,0,0,0,9,1,0,4,3,2,Arusha,Arusha District Council
16,14,Olturoto - Mringa,6.1,0,0,0,0,2,0,2,2.1,0,Arusha,Arusha District Council
21,15,Oljoro - Ujamaa Village,4.2,0,0,0,2,0,0,0,0,2.2,Arusha,Arusha District Council
22,16,Mbuyuni - Mirongoine,4.9,0,0,0,0,0,0,0,0,0,Arusha,Arusha District Council
23,17,Kisongo - Lemugur,8.4,0,0,0,0,0,0,0,0,3,Arusha,Arusha District Council
24,18,Kilimamoto - Mwandet,6.4,0,0,0,0,5,0,1,0,0.4,Arusha,Arusha District Council
25,19,Oldonyosambu - Gigas,7.8,0,0,0,0,2,0,5.2,0,0.6,Arusha,Arusha District Council
26,20,Ndiyogi - Olkokola ,6.6,0,0,0,0,5,0,0,0,12,Arusha,Arusha District Council
27,21,Radio Habari Maalum - Olturumet Hospital,2.8,0,0,0,3,0,0,0,0,5.4,Arusha,Arusha District Council
28,22,Ngaramtoni - Selian,4,0,0,0,0,0,0,0,0,0,Arusha,Arusha District Council
29,23,Ngaramtoni - Sambasha,7.8,0,0,0,2.34,1.56,0,2.34,2.34,1.56,Arusha,Arusha District Council
30,24,Sanawari - Ilboru,1.5,0,0,0,0,1.5,0,0,0,0,Arusha,Arusha District Council
33,25,Sanawari - Kioga,6,0,0,0,0,0,0,0,0,6,Arusha,Arusha District Council
34,26,Lengijave - Mwandet,21,0,0,0,0,0,0,7,7,7,Arusha,Arusha District Council
35,27,Olgilai - Ng'iresi,6,0,0,0,0,0,0,2,2,2,Arusha,Arusha District Council
36,28,Lengijave - Engalaoni,26,0,0,0,0,2,0,10,10,4,Arusha,Arusha District Council
37,29,Olgilai - Sokon Ii - Kimandolu ,5.4,0,0,0,0,0,0,0,3.4,2,Arusha,Arusha District Council
38,30,Odonyosambu - Kikosi Cha Rada,3,0,0,0,3,0,0,0,0,0,Arusha,Arusha District Council
39,31,Arusha Meat - Olosiva,6,0,0,0,0,4,0,2,0,0,Arusha,Arusha District Council
40,32,Silent Inn - Freedom Hotel,4,0,0,0,0,2,0,2,0,0,Arusha,Arusha District Council
41,33,Oldonyowas - Forest,3.5,0,0,0,0,0,0,0,0,3.5,Arusha,Arusha District Council
42,34,Kilimamoto - Olturumet Hospital,3.7,0,0,0,0,0,0,0,0,3.7,Arusha,Arusha District Council
43,35,Kilimamoto - Kisongo,15.8,0,0,0,0,0,0,2,3,10.8,Arusha,Arusha District Council
52,1,Ambureni-nkoanrua,3.4,0,0,0,0,0,0,0,0,3.4,Arusha,Arumeru District Council
53,2,Patandi -akheri -ndoombo,6.1,0,0,0,0,3,0,0,0,3.1,Arusha,Arumeru District Council
54,3,Akheri - Nkoanrua,1.3,0,0,0,0,1.3,0,0,0,0,Arusha,Arumeru District Council
55,4,Sing'isi-seela-forest,6.5,0,0,0,0,0,0,0,0,6.5,Arusha,Arumeru District Council
56,5,Kilala-nkoaranga,4.8,4.8,0,0,0,0,0,0,0,0,Arusha,Arumeru District Council
57,6,Leganga - Songoro,10.1,0,0,0,6,0,0,0,0,4.1,Arusha,Arumeru District Council
58,7,M/chai-sakila-kikatiti,19.5,0,0,0,0,9,0,0,10.5,0,Arusha,Arumeru District Council
59,8,Kikatiti-makiba,23.6,0,0,0,2,6,3,0,0,12.6,Arusha,Arumeru District Council
60,9,Mbuguni- Cairo,4.9,0,0,0,0,2,0,0,0,2.9,Arusha,Arumeru District Council
61,10,Manyata- Kikwe,6.1,0,0,0,0,3,0,0,0,3.1,Arusha,Arumeru District Council
62,11,Malula-leguruki-nkoasenga,20.9,0,0,0,0,20.9,0,0,0,0,Arusha,Arumeru District Council
63,12,Leguruki-ngarenanyuki,13.3,0,0,0,0,10,3.3,0,0,0,Arusha,Arumeru District Council
64,13,Poli-seela(sing'isi),2.6,0,0,0,0,0,0,0,0,2.6,Arusha,Arumeru District Council
65,14,Seela-kimundo,1.3,0,0,0,0,0,0,0,0,1.3,Arusha,Arumeru District Council
66,15,Kwa Pole - Nkoanrua,2.4,0,0,0,0,1,0,0,0,1.4,Arusha,Arumeru District Council
67,16,Machumba-nkoanrua,2,0,0,0,0,0.7,0,0,0,1.3,Arusha,Arumeru District Council
68,17,Camartec-maweni,9.1,0,0,0,0,4,0,0,5.1,0,Arusha,Arumeru District Council
69,18,Tengeru-nambala,3.8,0,0,0,0,1,0,0,0,2.8,Arusha,Arumeru District Council
72,19,Sawmill-sura,6.5,0,0,0,0,2,0,0,0,4.5,Arusha,Arumeru District Council
73,20,Makumira -uraki,2.1,0,0,0,0,1.6,0.5,0,0,0,Arusha,Arumeru District Council
74,21,Nkoaranga - Kilinga,5,0,0,0,0,2,0,0,0,3,Arusha,Arumeru District Council
79,22,Nkoanrua-ulong'a-oldadai,8.8,0,0,0,0,0,0,0,0,8.8,Arusha,Arumeru District Council
80,23,Patandi-kimundo,2.9,0,0,0,0,0,0,0,2.9,0,Arusha,Arumeru District Council
83,24,Sangisi-carmatec,4,0,0,0,0,0,0,0,0,4,Arusha,Arumeru District Council
84,25,Ngarenanyuki-ngabobo,5,0,0,0,0,0,0,0,0,5,Arusha,Arumeru District Council
85,26,Laketatu-sioni,6,0,0,0,0,0,0,0,0,6,Arusha,Arumeru District Council
86,27,Msorongo Road,0.4,0,0,0,0,0,0,0,0,0.4,Arusha,Arumeru District Council
87,28,Msitu Wa Mbogo-kikuletwa,5,0,0,0,0,1,0,0,0,4,Arusha,Arumeru District Council
88,29,Kikatiti-ngyeku,5,0,0,0,0,1.5,0,0,3.5,0,Arusha,Arumeru District Council
89,30,Kikatiti-samalia,5,0,0,0,0,3,0,0,2,0,Arusha,Arumeru District Council
90,31,Kitefu-sakila,5,0,0,0,0,1,0,0,4,0,Arusha,Arumeru District Council
91,32,Maji Ya Chai-valensika,18,0,0,0,0,7,0,0,11,0,Arusha,Arumeru District Council
92,33,Maji Ya Chai-kitefu,5,0,0,0,0,3,0,0,0,2,Arusha,Arumeru District Council
93,34,Kwa Aloyse-embaseni,9,0,0,0,0,0,0,0,0,9,Arusha,Arumeru District Council
94,35,Kolila-ngejisosia,5,0,0,0,0,1,0,0,0,4,Arusha,Arumeru District Council
98,36,Police Quarter-muungano Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
99,37,Lelo -site Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
100,38,Makamba Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
101,39,Mipango Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
102,40,Asha Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
103,41,Rotadam - Site,2,0,0,0,0,0,0,0,0,2,Arusha,Arumeru District Council
104,42,Samora Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
105,43,Lyimo Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
106,44,Ben Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
107,45,Mndolwa Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
108,46,Mamy Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
109,47,Young Roses Road,0.12,0,0,0,0,0,0,0,0,0.12,Arusha,Arumeru District Council
110,48,Youg Roses Junction,0.16,0,0,0,0,0,0,0,0,0.16,Arusha,Arumeru District Council
111,49,Mamlaka Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
112,50,Ded Road,1.3,0,0,0,0,0,0,0,0,1.3,Arusha,Arumeru District Council
113,51,Mamlaka Junction,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
114,52,Mandela Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
115,53,Jaluo Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
116,54,Mafia Street,0.36,0,0,0,0,0,0,0,0,0.36,Arusha,Arumeru District Council
117,55,Tesha Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
118,56,Usalama Road,0.25,0,0,0,0,0,0,0,0,0.25,Arusha,Arumeru District Council
119,57,Kanisa Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
120,58,Msechu Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
121,59,Chonjo Road,0.3,0,0,0,0,0,0,0,0,0.3,Arusha,Arumeru District Council
122,60,Makongo Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
123,61,Leganga - Ngarasero,0.8,0,0,0,0,0.8,0,0,0,0,Arusha,Arumeru District Council
124,62,Kisambare - Biashara House,1,0,0,0,0,0,0,0,0,1,Arusha,Arumeru District Council
125,63,Tandale Junction - Kwa Kiko,0.45,0,0,0,0,0,0,0,0,0.45,Arusha,Arumeru District Council
126,64,Tandale Junction - Kisambare Dyss,0.1,0,0,0,0,0,0,0,0,0.1,Arusha,Arumeru District Council
127,65,Kisambare Junction - Dyss,0.8,0,0,0,0,0,0,0,0,0.8,Arusha,Arumeru District Council
128,66,Biashara Road-kisambare Junction,0.6,0,0,0,0,0,0,0,0,0.6,Arusha,Arumeru District Council
129,67,Msimbati Road,0.4,0,0,0,0,0,0,0,0,0.4,Arusha,Arumeru District Council
130,68,Tanesco Road,0.1,0,0,0,0,0,0,0,0,0.1,Arusha,Arumeru District Council
131,69,Babtist Road,0.15,0,0,0,0,0,0,0,0,0.15,Arusha,Arumeru District Council
132,70,Upendo Road,0.5,0,0,0,0,0,0,0,0,0.5,Arusha,Arumeru District Council
133,71,Umale Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
134,72,Malisa Road,0.5,0,0,0,0,0,0,0,0,0.5,Arusha,Arumeru District Council
135,73,Kimaro Road,0.4,0,0,0,0,0,0,0,0,0.4,Arusha,Arumeru District Council
136,74,Malisa Junction - Tanesco,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
137,75,Posta Road,0.25,0,0,0,0,0,0,0,0,0.25,Arusha,Arumeru District Council
138,76,Kituo Cha Afya Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
139,77,Miembeni Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
140,78,Tandale Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
141,79,Dyss Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
142,80,Kkkt Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
143,81,Biashara House-kilimo,0.4,0,0,0,0,0,0,0,0,0.4,Arusha,Arumeru District Council
144,82,Meru Mills Road,0.4,0,0,0,0,0,0,0,0,0.4,Arusha,Arumeru District Council
145,83,Rhino Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
146,84,Simba Grills Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
147,85,Msikiti Road,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
148,86,Africando Road,0.3,0,0,0,0,0,0,0,0,0.3,Arusha,Arumeru District Council
149,87,Africando Junction-stand,0.2,0,0,0,0,0,0,0,0,0.2,Arusha,Arumeru District Council
150,88,Usa Health Centre,0.1,0,0,0,0,0,0,0,0,0.1,Arusha,Arumeru District Council
151,89,Magadirisho-usa,2,0,0,0,0,0,0,0,0,2,Arusha,Arumeru District Council
152,90,Ngarasero-machinjioni,2,0,0,0,0,0,0,0,0,2,Arusha,Arumeru District Council
153,91,Mkusa Road,0.17,0,0,0,0,0,0,0,0,0.17,Arusha,Arumeru District Council
162,1,Monduli - Alkaria - Mti Mmoja,24.8,0,0,0,5,0,0,10,0,9.8,Arusha,Monduli District Council
163,2,Lashaine - Arkatan - Monduli,16.6,0,0,0,6,0,0,10.6,0,0,Arusha,Monduli District Council
164,3,Kisongo - Moita Bwawani,25,0,0,0,16,0,0,9,0,0,Arusha,Monduli District Council
165,4,Moita - Kilimatinde ,10.3,0,0,0,4,0,0,6.3,0,0,Arusha,Monduli District Council
166,5,Moita -lolkisale Junction,32.4,0,0,0,0,0,0,10,0,22.4,Arusha,Monduli District Council
167,6,Lolkisale - Sofa,42.7,0,0,0,15,7,0,0,20.7,0,Arusha,Monduli District Council
168,7,Mguu Wa Zuberi - Lepurko,10.6,0,0,0,0,3,0,7.6,0,0,Arusha,Monduli District Council
169,8,Dodoma Road - Naitolia ,18,0,0,0,0,2,0,0,16,0,Arusha,Monduli District Council
170,9,Barabarani - Mlimani ,4.7,0,0,0,0,4.7,0,0,0,0,Arusha,Monduli District Council
171,10,Barabarani - Jangwani,2.1,0,0,0,0,2.1,0,0,0,0,Arusha,Monduli District Council
172,11,Barabarani - Migombani,8,0,0,0,0,8,0,0,0,0,Arusha,Monduli District Council
173,12,Barabarani - Majengo,8,0,0,0,0,8,0,0,0,0,Arusha,Monduli District Council
176,13,Lendikinya - Alkaria Shuleni,7,0,0,0,0,0,0,0,7,0,Arusha,Monduli District Council
177,14,Naitolia - Tree Tops,0,0,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
178,15,Selela - Mbaash,14.4,0,0,0,0,2,0,12.4,0,0,Arusha,Monduli District Council
179,16,Mirongoine Road,5,0,0,0,0,0,0,5,0,0,Arusha,Monduli District Council
180,17,Noondoto Jct - Mereji,12,0,0,0,0,0,0,0,0,12,Arusha,Monduli District Council
181,18,Lepurko - Mbaash,40,0,0,0,0,0,0,0,0,40,Arusha,Monduli District Council
182,19,Makuyuni - Lolkisale,55,0,0,0,0,0,0,0,0,55,Arusha,Monduli District Council
183,20,Emairete - Alkaria - Lepurko,21,0,0,0,0,0,0,0,0,21,Arusha,Monduli District Council
184,21,Dodoma Road - Mswakini Juu,7,0,0,0,0,0,0,7,0,0,Arusha,Monduli District Council
185,22,Dodoma Road - Mswakini Chini,4,0,0,0,0,0,0,4,0,0,Arusha,Monduli District Council
186,23,Lolkisale - Ndukusi - Mirongoine,30,0,0,0,0,0,0,0,30,0,Arusha,Monduli District Council
187,24,Esilalei - Oltukai,25,0,0,0,0,0,0,0,25,0,Arusha,Monduli District Council
188,25,Emairete - Eluwai - Ilmorijo,20,0,0,0,0,0,0,0,20,0,Arusha,Monduli District Council
189,26,Kipok - Naalarami,15,0,0,0,0,0,0,15,0,0,Arusha,Monduli District Council
190,27,Ukame Jct - Gelai Bomba,40,0,0,0,0,0,0,0,0,40,Arusha,Monduli District Council
196,28,Moita - Oljoro,6.4,0,0,0,6.4,0,0,0,0,0,Arusha,Monduli District Council
197,29,Makuyuni - Mky1,0.5,0,0,0,0.5,0,0,0,0,0,Arusha,Monduli District Council
200,30,Enguik - Olesokoine,2,0,0,0,0,0,0,2,0,0,Arusha,Monduli District Council
201,31,Lodung'oro - Irkeeswa,5,0,0,0,0,0,0,5,0,0,Arusha,Monduli District Council
202,32,Monduli - Tarasero,1,0,0,0,0,0,0,1,0,0,Arusha,Monduli District Council
203,33,Dodoma Jct - Loosimingori,5.7,0,0,0,0,0,0,0,5.7,0,Arusha,Monduli District Council
204,34,Meserani Chini - Kipok,15,0,0,0,0,0,0,0,0,15,Arusha,Monduli District Council
205,35,Meserani Juu - Kipok,15,0,0,0,0,0,0,0,0,15,Arusha,Monduli District Council
206,36,Dodoma Jct - Eng'arooji,15,0,0,0,0,0,0,15,0,0,Arusha,Monduli District Council
207,37,Dodoma Jct - Orkisima,10,0,0,0,0,0,0,10,0,0,Arusha,Monduli District Council
208,38,Engaruka Chini - Engaruka Juu,2,0,0,0,0,0,0,2,0,0,Arusha,Monduli District Council
209,39,Kigongoni - Mungere,3,0,0,0,0,0,0,3,0,0,Arusha,Monduli District Council
212,40,Mw/1,0.1,0,0,0,0.1,0,0,0,0,0,Arusha,Monduli District Council
213,41,Mw/2,0.3,0,0,0,0.3,0,0,0,0,0,Arusha,Monduli District Council
214,42,Mw/3,0.4,0,0,0,0.4,0,0,0,0,0,Arusha,Monduli District Council
215,43,Mw/4,0.1,0,0,0,0.1,0,0,0,0,0,Arusha,Monduli District Council
216,44,Mw/5,0.1,0,0,0,0.1,0,0,0,0,0,Arusha,Monduli District Council
217,45,Mk/1,0.9,0,0,0,0.9,0,0,0,0,0,Arusha,Monduli District Council
218,46,Mk/2,0.8,0,0,0,0.8,0,0,0,0,0,Arusha,Monduli District Council
219,47,Mk/3,0.5,0,0,0,0.5,0,0,0,0,0,Arusha,Monduli District Council
220,48,Mk/4,0.3,0,0,0,0.3,0,0,0,0,0,Arusha,Monduli District Council
221,49,Mk/5,0.2,0,0,0,0.2,0,0,0,0,0,Arusha,Monduli District Council
222,50,Mk/6,0.4,0,0,0,0.4,0,0,0,0,0,Arusha,Monduli District Council
223,51,Mk/7,0.3,0,0,0,0.3,0,0,0,0,0,Arusha,Monduli District Council
224,52,Mk/8,0.8,0,0,0,0.8,0,0,0,0,0,Arusha,Monduli District Council
225,53,Mo/1,0.5,0.5,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
226,54,Mo/2,0.7,0.7,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
227,55,Mo/3,1.2,1.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
228,56,Mo/4,1.2,1.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
229,57,Mo/5,0.6,0.6,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
230,58,Mo/6,0.2,0.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
231,59,Mo/7,0.1,0.1,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
232,60,Mo/8,0.2,0.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
233,61,Mo/9,0.1,0.1,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
234,62,Mo/10,0.3,0.3,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
235,63,Mo/11,0.2,0.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
236,64,Mo/12,0.3,0.3,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
237,65,Mo/13,0.1,0.1,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
238,66,Mo/14,0.1,0.1,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
239,67,Mo/15,0.5,0.5,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
240,68,Mo/16,0.2,0.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
241,69,Mo/17,0.4,0,0,0,0.4,0,0,0,0,0,Arusha,Monduli District Council
242,70,Mo/18,0.5,0,0,0,0.5,0,0,0,0,0,Arusha,Monduli District Council
243,71,Mo/19,0.2,0,0,0,0.2,0,0,0,0,0,Arusha,Monduli District Council
244,72,Mo/20,0.4,0,0,0,0.4,0,0,0,0,0,Arusha,Monduli District Council
245,73,Mo/21,0.1,0,0,0,0.1,0,0,0,0,0,Arusha,Monduli District Council
246,74,Mo/22,0.4,0,0,0,0.4,0,0,0,0,0,Arusha,Monduli District Council
247,75,Mo/23,0.2,0.2,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
248,76,Mo/24,0.8,0.8,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
249,77,Mo/25,1.4,1.4,0,0,0,0,0,0,0,0,Arusha,Monduli District Council
250,78,Mo/26,1,0,0,0,1,0,0,0,0,0,Arusha,Monduli District Council
251,79,Mo/27,0.3,0,0,0,0.3,0,0,0,0,0,Arusha,Monduli District Council
252,80,Police - Olarash,7.2,2,0,0,5.2,0,0,0,0,0,Arusha,Monduli District Council
261,81,Longido - Kiseriani,32,0,0,0,0,0,0,0,5,27,Arusha,Longido District Council
262,82,Longido - Lesing'ita - Mairouwa,28,0,0,0,10,18,0,0,0,0,Arusha,Longido District Council
263,83,Mairouwa - Matale A - Emurutoto,18,0,0,0,5,0,0,5,2,6,Arusha,Longido District Council
264,84,Sinya Jct - Tingatinga - Hai Boundary,12,0,0,0,0,0,0,0,12,0,Arusha,Longido District Council
267,0,Namanga - Olmolog,60,0,0,0,0,0,0,0,32,28,Arusha,Longido District Council
268,85,Engikaret - Tingatinga,35,0,0,0,20,0,0,0,6,9,Arusha,Longido District Council
269,86,Longido - Tingatinga - Siha,57,0,0,0,0,0,0,0,25,32,Arusha,Longido District Council
275,87,Ketumbeine Jct - Gelailumbwa,12,0,0,0,0,0,0,0,11,1,Arusha,Longido District Council
276,88,Ketumbeine Jct - Losirwa - Iloriento,20.2,0,0,0,0,0,0,0,5,8,Arusha,Longido District Council
277,89,Kitumbeine - Gelai Meirugoi,32.7,0,0,0,0,0,0,0,0,32.7,Arusha,Longido District Council
278,90,Lesing'ita - Mundarara,12.5,0,0,0,0,0,0,0,12.5,0,Arusha,Longido District Council
279,91,Sinya Jct - Sinya,15.4,0,0,0,0,0,0,0,15.4,0,Arusha,Longido District Council
280,92,Longido - Sinya Jct,24.9,0,0,0,0,0,0,0,24.9,0,Arusha,Longido District Council
281,93,Sinya - Elerai,23,0,0,0,0,0,0,0,23,0,Arusha,Longido District Council
284,94,Losirwa - Ilorento,7.2,0,0,0,0,0,0,7.2,0,0,Arusha,Longido District Council
285,95,Tingatinga - Sinya,14,0,0,0,0,0,0,0,5,9,Arusha,Longido District Council
286,96,Lumbwa - Alaililai,18,0,0,0,0,0,0,0,8,10,Arusha,Longido District Council
287,97,Namanga - Sinonik - Mairouwa,45,0,0,0,0,0,0,0,9,36,Arusha,Longido District Council
288,98,Ketumbeine - Elang'atadapash,24,0,0,0,0,7,5,0,12,0,Arusha,Longido District Council
289,99, Engikaret - Kiseriani - Ketumbeine,46,0,0,0,0,0,0,0,18,28,Arusha,Longido District Council
290,100,Merugoi - Magadini,32,0,0,0,0,0,0,0,17,15,Arusha,Longido District Council
291,101,Sinoniki - Kimwati,21,0,0,0,0,0,0,0,7,14,Arusha,Longido District Council
292,102,Noondoto - Elang'atadapash,18,0,0,0,0,0,0,0,2,16,Arusha,Longido District Council
293,103,Ketumbeine - Noondoto,42,0,0,0,0,0,0,0,7,35,Arusha,Longido District Council
294,104,Ortinga - Mundarara,12,0,0,0,8,0,0,4,0,0,Arusha,Longido District Council
297,105,Longido Town Roads,30,0,0,0,5,5,5,5,5,5,Arusha,Longido District Council
298,106,Namanga Town Roads,6,0,0,0,0,0,0,0,3,3,Arusha,Longido District Council
307,1,Olemesuit-loliondo-kleins Camp,84,0,0,0,43,0,21,3,0,17,Arusha,Ngorongoro District Council
308,2,Soitsambu-njoroi,6,0,0,0,0,0,0,0,6,0,Arusha,Ngorongoro District Council
309,3,Wasso-oloipiri,13.8,0,0,0,0,0,0,10,5,0,Arusha,Ngorongoro District Council
310,4,Olorien-magaidiru-mgongo,21.7,0,0,0,21.7,0,0,0,0,0,Arusha,Ngorongoro District Council
311,5,Mgongo- Samunge,4.6,0,0,0,4.6,0,0,0,0,0,Arusha,Ngorongoro District Council
312,6,Mdito- Digodigo- Oldonyosambu,36,0,0,0,0,0,0,33,0,3,Arusha,Ngorongoro District Council
313,7,Oldonyosambu - Masusu - Sale,20.4,0,0,0,11,4,0,0,0,0,Arusha,Ngorongoro District Council
314,8,Wasso - Hospital,0.5,0,0,0,0,0,0.5,0,0,0,Arusha,Ngorongoro District Council
315,9,Sakala - Loliondo,3.8,0,0,0,0,0,0,3.8,0,0,Arusha,Ngorongoro District Council
316,10,Prison Road,1.3,0,0,0,1.3,0,0,0,0,0,Arusha,Ngorongoro District Council
317,11,Oldoyowas-oldonyorok- Olduvai,114.5,0,0,0,46.5,0,0,0,19.01,48.99,Arusha,Ngorongoro District Council
318,12,Loliondo- Tinaga Jcnt,0.6,0,0,0,14,0,1,2,0,0,Arusha,Ngorongoro District Council
319,13,Loliondo- NgÃ¡rwa-digodigo,28.3,0,0,0,0,0,0,10,0,18.3,Arusha,Ngorongoro District Council
320,14,Digodigo- Kisangiro,3.3,0,0,0,5,0,0,4,0,0,Arusha,Ngorongoro District Council
321,15,Sale- Malambo- Olbalbal,100.1,0,0,0,25,0,0,30,0,45.1,Arusha,Ngorongoro District Council
322,16,Ngorongoro- Osioni- Kakesio,68.3,0,0,0,15.7,0,40,0,23.3,0,Arusha,Ngorongoro District Council
323,17,Ngorongoro- Nainokanoka- Nayobi,75.2,0,0,0,27.18,40.12,0,17.7,0,0,Arusha,Ngorongoro District Council
326,18,Ormanie - Piyaya,42,0,0,0,29,0,0,13,0,0,Arusha,Ngorongoro District Council
327,19,Soitsambu - Oloipiri,18,0,0,0,0,0,0,17,1,0,Arusha,Ngorongoro District Council
328,20,Masusu-pinyinyi,24,0,0,0,8,0,0,0,14,2,Arusha,Ngorongoro District Council
333,21,Ngarasero- Monic- Pinyinyi,25.7,0,0,0,0,2.7,23,0,0,0,Arusha,Ngorongoro District Council
334,22,Wasso- Locit,3.2,0,0,0,0,0,0,5.2,0,3,Arusha,Ngorongoro District Council
335,23,Kitui Road,1.2,0,0,0,0,0,0,0,1.2,0,Arusha,Ngorongoro District Council
336,24,Lr-1,1.1,0,0,0,0,0,1.1,0,0,0,Arusha,Ngorongoro District Council
337,25,Cultural Boma- Olbalbal,19,0,0,0,17,0,0,2,0,0,Arusha,Ngorongoro District Council
338,26,Embakai- Kapenjiro,8,0,0,0,0,0,0,0,8,0,Arusha,Ngorongoro District Council
341,27,Kibaoni - Arash,16,0,0,0,0,0,0,5,11,0,Arusha,Ngorongoro District Council
342,28,Oldonyosambu -jema,17,0,0,0,0,0,0,10,7,0,Arusha,Ngorongoro District Council
343,29,Oldonyowas Primary  Road,5,0,0,0,0,0,0,0,0,5,Arusha,Ngorongoro District Council
352,1,Njiapanda-mang'ola ,20,0,0,0,4,1,6,2,2,5,Arusha,Karatu District Council
353,2,Tfa - Oldeani,4,0,0,0,2,2,0,0,0,0,Arusha,Karatu District Council
354,3,Kansay - Laja,11,0,0,0,2,0,0,0,2,7,Arusha,Karatu District Council
355,4,Endabash - Buger - Kansay,23.8,0,0,0,4,5,0,10,0,4.8,Arusha,Karatu District Council
356,5,Endabash - Qaru ,36.2,0,0,0,9,4,1,2,7,13.2,Arusha,Karatu District Council
