ID Number,S/N,Road Name,Length,Paved_Good,Paved_Fair,Paved_Poor,Gravel_Good,Gravel_Fair,Gravel_Poor,Earth_Good,Earth_Fair,Earth_Poor,Region,District
17858,8,Bock H,12.338,0,0,0,1.5,0,0,0,0,10.838,Tabora,Igunga District Council
17861,0,Block G Road1,1.93,0,0,0,0,0,0,0,1.93,0,Tabora,Igunga District Council
17862,0,Block G Road2,0.5,0,0,0,0,0,0,0,0.5,0,Tabora,Igunga District Council
17863,0,Block G Road3,0.43,0,0,0,0,0,0,0,0.43,0,Tabora,Igunga District Council
17864,0,Block G Road4,0.7,0,0,0,0,0,0,0,0.7,0,Tabora,Igunga District Council
17865,0,Block G Road5,0.65,0,0,0,0,0,0,0,0.65,0,Tabora,Igunga District Council
17866,0,Block G Road6,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17867,0,Block G Road7,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
17868,0,Block G Road8,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
17869,0,Block G Road9,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
17870,0,Block G Road10,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
17871,0,Block G Road11,0.08,0,0,0,0,0,0,0,0.08,0,Tabora,Igunga District Council
17872,0,Block G Road12,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
17873,0,Block G Road13,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
17874,0,Block G Road14,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17875,0,Block E Road15,0.78,0,0,0,0,0,0,0,0.78,0,Tabora,Igunga District Council
17876,0,Block E Road16,0.9,0,0,0,0,0,0,0.9,0,0,Tabora,Igunga District Council
17877,0,Block E Road17,0.3,0,0,0,0,0,0,0.3,0,0,Tabora,Igunga District Council
17878,0,Block E Road18,0.3,0,0,0,0,0,0,0.3,0,0,Tabora,Igunga District Council
17879,0,Block E Road19,0.07,0,0,0,0,0,0,0.07,0,0,Tabora,Igunga District Council
17880,0,Block E Road20,0.05,0,0,0,0,0,0,0.05,0,0,Tabora,Igunga District Council
17881,0,Block E Road21,0.2,0,0,0,0,0,0,0.2,0,0,Tabora,Igunga District Council
17882,0,Block E Road22,0.38,0,0,0,0,0,0,0.38,0,0,Tabora,Igunga District Council
17883,0,Block E Road23,0.6,0,0,0,0,0,0,0.6,0,0,Tabora,Igunga District Council
17884,0,Block E Road24,0.08,0,0,0,0,0,0,0.08,0,0,Tabora,Igunga District Council
17885,0,Block E Road25,0.08,0,0,0,0,0,0,0.08,0,0,Tabora,Igunga District Council
17886,0,Block E Road26,0.26,0,0,0,0,0,0,0.26,0,0,Tabora,Igunga District Council
17887,0,Block E Road27,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17888,0,Block E Road28,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17889,0,Block E Road29,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17890,0,Block E Road30,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17891,0,Block E Road31,0.35,0,0,0,0,0,0,0,0.35,0,Tabora,Igunga District Council
17892,0,Block E Road32,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
17893,0,Block E Road33,0.27,0,0,0,0,0,0,0,0.27,0,Tabora,Igunga District Council
17894,0,Block E Road34,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17895,0,Block E Road35,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
17896,0,Block E Road36,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
17897,0,Block E Road37,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
17898,0,Block E Road38,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17899,0,Block E Road39,0.32,0,0,0,0,0,0,0,0.32,0,Tabora,Igunga District Council
17900,0,Block E Road40,0.53,0,0,0,0,0,0,0,0.53,0,Tabora,Igunga District Council
17901,0,Block E Road41,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17902,0,Block E Road42,0.42,0,0,0,0,0,0,0,0.42,0,Tabora,Igunga District Council
17903,0,Block E Road43,0.28,0,0,0,0,0,0,0,0.28,0,Tabora,Igunga District Council
17904,0,Block E Road44,3,0,0,0,0,0,0,0,3,0,Tabora,Igunga District Council
17905,0,Block F Road45,0.56,0,0,0,0,0,0,0,0.56,0,Tabora,Igunga District Council
17906,0,Block F Road46,0.68,0,0,0,0,0,0,0,0.68,0,Tabora,Igunga District Council
17907,0,Block F Road47,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
17908,0,Block F Road48,0.42,0,0,0,0,0,0,0.42,0,0,Tabora,Igunga District Council
17909,0,Block F Road49,0.55,0,0,0,0,0,0,0.55,0,0,Tabora,Igunga District Council
17910,0,Block F Road50,0.33,0,0,0,0,0,0,0.33,0,0,Tabora,Igunga District Council
17911,0,Block F Road51,0.25,0,0,0,0,0,0,0.25,0,0,Tabora,Igunga District Council
17912,0,Block F Road52,0.61,0,0,0,0,0,0,0.61,0,0,Tabora,Igunga District Council
17913,0,Block F Road53,0.16,0,0,0,0,0,0,0.16,0,0,Tabora,Igunga District Council
17914,0,Block F Road54,0.16,0,0,0,0,0,0,0.16,0,0,Tabora,Igunga District Council
17915,0,Block F Road55,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
17916,0,Block F Road56,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
17917,0,Block F Road57,0.07,0,0,0,0,0,0,0.07,0,0,Tabora,Igunga District Council
17918,0,Block F Road58,0.07,0,0,0,0,0,0,0.07,0,0,Tabora,Igunga District Council
17919,0,Block F Road59,0.42,0,0,0,0,0,0,0.42,0,0,Tabora,Igunga District Council
17920,0,Block F Road60,0.04,0,0,0,0,0,0,0.04,0,0,Tabora,Igunga District Council
17921,0,Block F Road61,0.05,0,0,0,0,0,0,0.05,0,0,Tabora,Igunga District Council
17922,0,Block F Road62,0.16,0,0,0,0,0,0,0.16,0,0,Tabora,Igunga District Council
17923,0,Block F Road63,0.3,0,0,0,0,0,0,0.3,0,0,Tabora,Igunga District Council
17924,0,Block F Road64,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17925,0,Block F Road65,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17926,0,Block F Road66,0.18,0,0,0,0,0,0,0.18,0,0,Tabora,Igunga District Council
17927,0,Block F Road67,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17928,0,Block F Road68,0.3,0,0,0,0,0,0,0.3,0,0,Tabora,Igunga District Council
17929,0,Block F Road69,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17930,0,Block F Road70,0.12,0,0,0,0,0,0,0.12,0,0,Tabora,Igunga District Council
17931,0,Block F Road71,0.23,0,0,0,0,0,0,0.23,0,0,Tabora,Igunga District Council
17932,0,Block F Road72,0.31,0,0,0,0,0,0,0.31,0,0,Tabora,Igunga District Council
17933,0,Block F Road73,0.12,0,0,0,0,0,0,0.12,0,0,Tabora,Igunga District Council
17934,0,Block F Road74,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
17935,0,Block F Road75,0.06,0,0,0,0,0,0,0.06,0,0,Tabora,Igunga District Council
17936,0,Block F Road76,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17937,0,Block F Road77,0.16,0,0,0,0,0,0,0.16,0,0,Tabora,Igunga District Council
17938,0,Block F Road78,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17939,0,Block F Road79,0.12,0,0,0,0,0,0,0.12,0,0,Tabora,Igunga District Council
17940,0,Block F Road80,0.12,0,0,0,0,0,0,0.12,0,0,Tabora,Igunga District Council
17941,0,Block F Road81,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17942,0,Block F Road82,0.2,0,0,0,0,0,0,0.2,0,0,Tabora,Igunga District Council
17943,0,Block F Road83,0.05,0,0,0,0,0,0,0.05,0,0,Tabora,Igunga District Council
17944,0,Block F Road84,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
17945,0,Block F Road85,0.48,0,0,0,0,0,0,0.48,0,0,Tabora,Igunga District Council
17946,0,Block H Road86,0.55,0,0,0,0,0,0,0.55,0,0,Tabora,Igunga District Council
17947,0,Block H Road87,0.4,0,0,0,0,0,0,0.4,0,0,Tabora,Igunga District Council
17948,0,Block H Road88,0.65,0,0,0,0,0,0,0.65,0,0,Tabora,Igunga District Council
17949,0,Block H Road89,0.78,0,0,0,0,0,0,0.78,0,0,Tabora,Igunga District Council
17950,0,Block H Road90,0.35,0,0,0,0,0,0,0.35,0,0,Tabora,Igunga District Council
17951,0,Block H Road91,0.5,0,0,0,0,0,0,0.5,0,0,Tabora,Igunga District Council
17952,0,Block H Road92,0.35,0,0,0,0,0,0,0.35,0,0,Tabora,Igunga District Council
17953,0,Block H Road93,0.1,0,0,0,0,0,0,0.1,0,0,Tabora,Igunga District Council
17954,0,Block H Road94,0.18,0,0,0,0,0,0,0.18,0,0,Tabora,Igunga District Council
17955,0,Block H Road95,0.218,0,0,0,0,0,0,0.218,0,0,Tabora,Igunga District Council
17956,0,Block H Road96,0.12,0,0,0,0,0,0,0.12,0,0,Tabora,Igunga District Council
17957,0,Block H Road97,0.1,0,0,0,0,0,0,0,0,0.1,Tabora,Igunga District Council
17958,0,Block H Road98,0.3,0,0,0,0,0,0,0,0,0.3,Tabora,Igunga District Council
17959,0,Block H Road99,0.32,0,0,0,0,0,0,0,0,0.32,Tabora,Igunga District Council
17960,0,Block H Road100,0.1,0,0,0,0,0,0,0,0,0.1,Tabora,Igunga District Council
17961,0,Block H Road101,0.2,0,0,0,0,0,0,0,0,0.2,Tabora,Igunga District Council
17962,0,Block H Road102,0.11,0,0,0,0,0,0,0,0,0.11,Tabora,Igunga District Council
17963,0,Block H Road103,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
17964,0,Block H Road104,0.3,0,0,0,0,0,0,0,0,0.3,Tabora,Igunga District Council
17965,0,Block H Road105,0.3,0,0,0,0,0,0,0,0,0.3,Tabora,Igunga District Council
17966,0,Block H Road106,0.22,0,0,0,0,0,0,0,0,0.22,Tabora,Igunga District Council
17967,0,Block H Road107,0.68,0,0,0,0,0,0,0,0,0.68,Tabora,Igunga District Council
17968,0,Block H Road108,0.23,0,0,0,0,0,0,0,0,0.23,Tabora,Igunga District Council
17969,0,Block H Road109,0.3,0,0,0,0,0,0,0,0,0.3,Tabora,Igunga District Council
17970,0,Block H Road110,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
17971,0,Block H Road111,0.13,0,0,0,0,0,0,0,0,0.13,Tabora,Igunga District Council
17972,0,Block H Road112,0.2,0,0,0,0,0,0,0,0,0.2,Tabora,Igunga District Council
17973,0,Block H Road113,0.18,0,0,0,0,0,0,0,0,0.18,Tabora,Igunga District Council
17974,0,Block H Road114,0.23,0,0,0,0,0,0,0,0,0.23,Tabora,Igunga District Council
17975,0,Block H Road115,0.23,0,0,0,0,0,0,0,0,0.23,Tabora,Igunga District Council
17976,0,Block H Road116,0.13,0,0,0,0,0,0,0,0,0.13,Tabora,Igunga District Council
17977,0,Block H Road117,0.28,0,0,0,0,0,0,0,0,0.28,Tabora,Igunga District Council
17978,0,Block H Road118,0.34,0,0,0,0,0,0,0,0,0.34,Tabora,Igunga District Council
17979,0,Block H Road119,0.2,0,0,0,0,0,0,0,0,0.2,Tabora,Igunga District Council
17980,0,Block H Road120,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
17981,0,Block H Road121,0.11,0,0,0,0,0,0,0,0,0.11,Tabora,Igunga District Council
17982,0,Block H Road122,1.25,0,0,0,0,0,0,0,0,1.25,Tabora,Igunga District Council
17983,0,Block H Road123,0.35,0,0,0,0,0,0,0,0,0.35,Tabora,Igunga District Council
17984,0,Block H Road124,0.6,0,0,0,0,0,0,0,0,0.6,Tabora,Igunga District Council
17985,0,Block H Road125,0.3,0,0,0,0,0,0,0,0,0.3,Tabora,Igunga District Council
17986,0,Block A Road126,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
17987,0,Block B Road127,0.72,0,0,0,0,0,0,0,0.72,0,Tabora,Igunga District Council
17988,0,Block B Road128,0.55,0,0,0,0,0,0,0,0.55,0,Tabora,Igunga District Council
17989,0,Block B Road129,0.51,0,0,0,0,0,0,0,0.51,0,Tabora,Igunga District Council
17990,0,Block B Road130,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
17991,0,Block B Road131,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
17992,0,Block B Road132,0.3,0,0,0,0,0,0,0,0.3,0,Tabora,Igunga District Council
17993,0,Block B Road133,0.33,0,0,0,0,0,0,0,0.33,0,Tabora,Igunga District Council
17994,0,Block B Road134,0.3,0,0,0,0,0,0,0,0.3,0,Tabora,Igunga District Council
17995,0,Block B Road135,0.52,0,0,0,0,0,0,0,0.52,0,Tabora,Igunga District Council
17996,0,Block B Road136,0.18,0,0,0,0,0,0,0,0.18,0,Tabora,Igunga District Council
17997,0,Block A Road137,0.3,0,0,0,0,0,0,0,0.3,0,Tabora,Igunga District Council
17998,0,Block A Road138,0.3,0,0,0,0,0,0,0,0.3,0,Tabora,Igunga District Council
17999,0,Block B Road139,0.95,0,0,0,0,0,0,0,0.95,0,Tabora,Igunga District Council
18000,0,Block B Road140,0.06,0,0,0,0,0,0,0,0.06,0,Tabora,Igunga District Council
18001,0,Block B Road141,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18002,0,Block B Road142,0.22,0,0,0,0,0,0,0,0.22,0,Tabora,Igunga District Council
18003,0,Block B Road143,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18004,0,Block B Road144,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18005,0,Block B Road145,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18006,0,Block B Road146,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
18007,0,Block B Road147,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18008,0,Block B Road148,0.16,0,0,0,0,0,0,0,0.16,0,Tabora,Igunga District Council
18009,0,Block B Road149,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18010,0,Block B Road150,0.22,0,0,0,0,0,0,0,0.22,0,Tabora,Igunga District Council
18011,0,Block B Road151,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18012,0,Block B Road152,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
18013,0,Block B Road153,0.32,0,0,0,0,0,0,0,0.32,0,Tabora,Igunga District Council
18014,0,Block B Road154,0.23,0,0,0,0,0,0,0,0.23,0,Tabora,Igunga District Council
18015,0,Block B Road155,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18016,0,Block B Road156,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18017,0,Block A Road157,0.35,0,0,0,0,0,0,0,0.35,0,Tabora,Igunga District Council
18018,0,Block A Road158,0.13,0,0,0,0,0,0,0,0.13,0,Tabora,Igunga District Council
18019,0,Block A Road159,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
18020,0,Block A Road160,0.05,0,0,0,0,0,0,0,0.05,0,Tabora,Igunga District Council
18021,0,Block A Road161,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18022,0,Block A Road162,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
18023,0,Block A Road163,0.1,0,0,0,0,0,0,0,0.1,0,Tabora,Igunga District Council
18024,0,Block A Road164,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18025,0,Block A Road165,1.42,0,0,0,0,0,0,0,1.42,0,Tabora,Igunga District Council
18026,0,Block C Road166,0.35,0,0,0,0,0,0,0,0.35,0,Tabora,Igunga District Council
18027,0,Block C Road167,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18028,0,Block C Road168,0.43,0,0,0,0,0,0,0,0.43,0,Tabora,Igunga District Council
18029,0,Block C Road169,0.4,0,0,0,0,0,0,0,0.4,0,Tabora,Igunga District Council
18030,0,Block C Road170,0.2,0,0,0,0,0,0,0,0.2,0,Tabora,Igunga District Council
18031,0,Block C Road171,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18032,0,Block C Road172,0.55,0,0,0,0,0,0,0,0.55,0,Tabora,Igunga District Council
18033,0,Block C Road173,0.6,0,0,0,0,0,0,0,0.6,0,Tabora,Igunga District Council
18034,0,Block C Road174,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
18035,0,Block C Road175,0.25,0,0,0,0,0,0,0,0.25,0,Tabora,Igunga District Council
18036,0,Block C Road176,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
18037,0,Block C Road177,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18038,0,Block C Road178,0.15,0,0,0,0,0,0,0,0.15,0,Tabora,Igunga District Council
18039,0,Block C Road179,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18040,0,Block C Road180,0.22,0,0,0,0,0,0,0,0.22,0,Tabora,Igunga District Council
18041,0,Block C Road181,0.11,0,0,0,0,0,0,0,0.11,0,Tabora,Igunga District Council
18042,0,Block C Road182,0.56,0,0,0,0,0,0,0,0,0.56,Tabora,Igunga District Council
18043,0,Block C Road183,0.1,0,0,0,0,0,0,0,0,0.1,Tabora,Igunga District Council
18044,0,Block C Road184,0.08,0,0,0,0,0,0,0,0,0.08,Tabora,Igunga District Council
18045,0,Block D Road185,0.9,0,0,0,0,0,0,0,0,0.9,Tabora,Igunga District Council
18046,0,Block D Road186,0.4,0,0,0,0,0,0,0,0,0.4,Tabora,Igunga District Council
18047,0,Block D Road187,0.45,0,0,0,0,0,0,0,0,0.45,Tabora,Igunga District Council
18048,0,Block D Road188,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
18049,0,Block D Road189,0.4,0,0,0,0,0,0,0,0,0.4,Tabora,Igunga District Council
18050,0,Block D Road190,0.24,0,0,0,0,0,0,0,0,0.24,Tabora,Igunga District Council
18051,0,Block D Road191,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
18052,0,Block D Road192,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
18053,0,Block D Road193,0.08,0,0,0,0,0,0,0,0,0.08,Tabora,Igunga District Council
18054,0,Block D Road194,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
18055,0,Block D Road195,0.22,0,0,0,0,0,0,0,0,0.22,Tabora,Igunga District Council
18056,0,Block D Road196,0.18,0,0,0,0,0,0,0,0,0.18,Tabora,Igunga District Council
18057,0,Block D Road197,0.15,0,0,0,0,0,0,0,0,0.15,Tabora,Igunga District Council
18058,0,Block D Road198,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
18059,0,Block D Road199,0.15,0,0,0,0,0,0,0.15,0,0,Tabora,Igunga District Council
18060,0,Block D Road200,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
18061,0,Block D Road201,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
18062,0,Block D Road202,0.11,0,0,0,0,0,0,0.11,0,0,Tabora,Igunga District Council
18072,1,Itobo - Choma Cha Nkola,50,0,0,0,8,4,2,16,13,7,Tabora,Nzega District Council               
18073,2,Usagali - Milambo Itobo,35,0,0,0,9,2,1,7,12,4,Tabora,Nzega District Council               
18074,3,Nzega - Karitu - Bukene,40,0,0,0,7,5,6,4,15,3,Tabora,Nzega District Council               
18077,4,Bukene - Kahama/nhalanaga -nhabala,32,0,0,0,7,6,2,6,5,6,Tabora,Nzega District Council               
18078,5,Ndala - Ulimakafu,7,0,0,0,0,0,0,0,2,5,Tabora,Nzega District Council               
18079,6,Ndala - Iyombo Itima,18,0,0,0,4,1,0,6,5,2,Tabora,Nzega District Council               
18080,7,Miguwa - Wela - Malilita,20,0,0,0,5,1,1,6,4,3,Tabora,Nzega District Council               
18083,1,Nzega - Idudumo,22,0,0,0,8,2,1,4,4,3,Tabora,Nzega District Council               
18086,1,Ngukumo - Tongi - Ndekeli-kampala,44,0,0,0,0,0,0,8,0,36,Tabora,Nzega District Council               
18087,2,Ndekeli - Busondo,13,0,0,0,0,2,0,0,0,11,Tabora,Nzega District Council               
18088,3,Puge - Mwakanshahala,14,0,0,0,0,0,0,0,2,12,Tabora,Nzega District Council               
18089,4,Busondo - Mwakanshahala,12,0,0,0,0,0,0,0,1,11,Tabora,Nzega District Council               
18090,5,Kahama/nhalanga - Chambo,8,0,0,0,0,0,0,0,0,8,Tabora,Nzega District Council               
18091,6,Mogwa - Semembela,28,0,0,0,0,0,0,0,0,28,Tabora,Nzega District Council               
18092,7,Chambo - Shilago,31,0,0,0,0,0,0,0,0,31,Tabora,Nzega District Council               
18093,8,Uduka - Mwamala,15,0,0,0,2,0,0,0,3,10,Tabora,Nzega District Council               
18094,9,Isalalo - Miguwa,23,0,0,0,0,0,0,0,0,23,Tabora,Nzega District Council               
18095,10,Lusu - Nata,10,0,0,0,0,0,0,0,0,10,Tabora,Nzega District Council               
18096,11,Isese - Kasela - Mwamala,17,0,0,0,0,0,0,0,0,17,Tabora,Nzega District Council               
18097,12,Itobo - Bulunde - Zugimlole,17,0,0,0,1,0,0,0,3,13,Tabora,Nzega District Council               
18098,13,Itanana - Mahene,16,0,0,0,0,0,0,0,2,14,Tabora,Nzega District Council               
18099,14,Kabanga - Udutu - Itobo,10,0,0,0,0,0,0,0,0,10,Tabora,Nzega District Council               
18100,15,Nkiniziwa - Mbagwa - Nkuge,28,0,0,0,0,0,0,0,0,28,Tabora,Nzega District Council               
18101,16,Kalemela - Ugembe,22,0,0,0,0,0,0,0,3,19,Tabora,Nzega District Council               
18102,17,Mwanhembo - Mwakanshahala,10,0,0,0,0,0,0,0,0,10,Tabora,Nzega District Council               
18103,18,Kabanga - Itanana - Uduka,6,0,0,0,0,2,0,0,1,3,Tabora,Nzega District Council               
18104,19,Karitu - Isagenhe,16,0,0,0,0,0,0,0,2,14,Tabora,Nzega District Council               
18105,20,Senge - Nindo - Mwangoye,8,0,0,0,0,0,0,0,0,8,Tabora,Nzega District Council               
18106,21,Isanzu - Upambo,12,0,0,0,2,0,0,6,2,2,Tabora,Nzega District Council               
18107,22,Mbutu - Semembela,20,0,0,0,0,0,0,0,0,20,Tabora,Nzega District Council               
18108,23,Mwangoye - Sigili,22,0,0,0,3,1,0,4,2,12,Tabora,Nzega District Council               
18109,24,Mwanzilo - Mpera,5,0,0,0,0,0,0,0,0,5,Tabora,Nzega District Council               
18110,25,Kitengwe - Muhugi,16,0,0,0,2,0,0,10,4,0,Tabora,Nzega District Council               
18111,26,Mbutu - Nkindu,10,0,0,0,2,0,0,0,0,8,Tabora,Nzega District Council               
18112,27,Mwamala - Malolo,12,0,0,0,0,0,0,0,0,12,Tabora,Nzega District Council               
18113,28,Kitangili - Mbogwe,10,0,0,0,0,0,0,0,6,4,Tabora,Nzega District Council               
18114,29,Ndala - Budushi,10,0,0,0,0,0,0,0,0,10,Tabora,Nzega District Council               
18117,1,Majengo Roads,9.3,0,0,0,1,0,0,4,4.3,0,Tabora,Nzega District Council               
18118,2,Ushirika Roads,7.3,0,0,0,0,0,0,5,2.3,0,Tabora,Nzega District Council               
18119,3,Uzunguni Roads,20.2,0,0,0,0,0,0,10,4,6.2,Tabora,Nzega District Council               
18120,4,Nyasa Roads,24.1,0,0,0,0,0,0,8,10.1,6,Tabora,Nzega District Council               
18121,5,Ipilili Roads,3.1,0,0,0,1,0,0,0,1.1,1,Tabora,Nzega District Council               
18122,6,Bukene Roads,6.95,0,0,0,0,1.95,0,0,5,0,Tabora,Nzega District Council               
18125,0,Kenyata Road,0.61,0,0,0,0.61,0,0,0,0,0,Tabora,Nzega District Council               
18126,0,Majengo Road,1.4,0,0,0,1.4,0,0,0,0,0,Tabora,Nzega District Council               
18127,0,Kariakoo Road,0.78,0,0,0,0.78,0,0,0,0,0,Tabora,Nzega District Council               
18128,0,Gillete Street,0.08,0,0,0,0.08,0,0,0,0,0,Tabora,Nzega District Council               
18129,0,Gillete Street2,0.93,0,0,0,0.93,0,0,0,0,0,Tabora,Nzega District Council               
18130,0,Majengo2,0.5,0,0,0,0.5,0,0,0,0,0,Tabora,Nzega District Council               
18131,0,Majengo3 Road,0.2,0,0,0,0.2,0,0,0,0,0,Tabora,Nzega District Council               
18132,0,Majengo4 Road,0.18,0,0,0,0.18,0,0,0,0,0,Tabora,Nzega District Council               
18133,0,Majengo4(kanuda) Road,0.15,0,0,0,0.15,0,0,0,0,0,Tabora,Nzega District Council               
18134,0,Majengo5 Road,0.29,0,0,0,0.29,0,0,0,0,0,Tabora,Nzega District Council               
18135,0,Majengo6 Road,0.2,0,0,0,0.2,0,0,0,0,0,Tabora,Nzega District Council               
18136,0,Majengo7 Road,0.15,0,0,0,0.15,0,0,0,0,0,Tabora,Nzega District Council               
18137,0,Majengo8 Road,0.15,0,0,0,0.15,0,0,0,0,0,Tabora,Nzega District Council               
18138,0,Majengo9 Road,0.06,0,0,0,0.06,0,0,0,0,0,Tabora,Nzega District Council               
18139,0,Majengo10 Road,0.16,0,0,0,0.16,0,0,0,0,0,Tabora,Nzega District Council               
18140,0,Majengo11 Road,0.15,0,0,0,0.15,0,0,0,0,0,Tabora,Nzega District Council               
18141,0,Majengo12 Road,0.09,0,0,0,0.09,0,0,0,0,0,Tabora,Nzega District Council               
18142,0,National1 Road,0.16,0,0,0,0.16,0,0,0,0,0,Tabora,Nzega District Council               
18143,0,Poneka-mgoa Bar Road,0.2,0,0,0,0.2,0,0,0,0,0,Tabora,Nzega District Council               
18144,0,National2 Road(sunset Bar),0.2,0,0,0,0.2,0,0,0,0,0,Tabora,Nzega District Council               
18145,0,Ocs-dolphin Road,0.35,0,0,0,0.35,0,0,0,0,0,Tabora,Nzega District Council               
18146,0,Majengo-ipilili Road,0.4,0,0,0,0.4,0,0,0,0,0,Tabora,Nzega District Council               
18147,0,Majengo-ipilili2 Road,0.25,0,0,0,0.25,0,0,0,0,0,Tabora,Nzega District Council               
18148,0,Majengo-ipilili2-salim Road,0.25,0,0,0,0.25,0,0,0,0,0,Tabora,Nzega District Council               
18149,0,Mashili Road,0.23,0,0,0,0.23,0,0,0,0,0,Tabora,Nzega District Council               
18150,0,Mashili-solonyo Road,0.3,0,0,0,0.3,0,0,0,0,0,Tabora,Nzega District Council               
18151,0,Shija-mgonela Road,0.16,0,0,0,0,0.16,0,0,0,0,Tabora,Nzega District Council               
18152,0,Mgonela-majengo Road,0.15,0,0,0,0,0.15,0,0,0,0,Tabora,Nzega District Council               
18153,0,Mtama-ushirika P/school Road,0.56,0,0,0,0,0.56,0,0,0,0,Tabora,Nzega District Council               
18154,0,Kaijage-ushirika Road,0.46,0,0,0,0,0.46,0,0,0,0,Tabora,Nzega District Council               
18155,0,Mambo-jct Kaijage-ushirika Road,0.3,0,0,0,0,0.3,0,0,0,0,Tabora,Nzega District Council               
